F3,F4,Fz,Cz,P3,P4,O1,O2,timestamp
-89397.11,-101630.8,-36084.09,-111133.7,-31413.27,-33937.17,-55307.59,-62440.6,97903
-89401.31,-101652.2,-36086.28,-111138,-31427.82,-33935.74,-55300.2,-62431.87,97907
-89414.94,-101693.5,-36127.43,-111117,-31470.64,-33911.33,-55314.93,-62431.87,97911
-89406.84,-101673.3,-36129.86,-111113.1,-31453.95,-33909.37,-55323.13,-62436.64,97915
-89388.1,-101630.6,-36091,-111136.2,-31408.12,-33939.32,-55315.26,-62447.13,97919
-89393.11,-101644.4,-36083.89,-111142.5,-31411.51,-33944.76,-55312.26,-62440.74,97923
-89404.55,-101684.1,-36115.56,-111117.6,-31454.19,-33914.81,-55319.37,-62432.82,97927
-89401.55,-101682.7,-36133.34,-111108.8,-31455.57,-33909.99,-55334.91,-62441.07,97931
-89395.01,-101653.3,-36109.02,-111134.2,-31416.61,-33937.75,-55334.29,-62447.89,97935
-89402.17,-101653.8,-36090.48,-111140.8,-31412.46,-33936.79,-55311.07,-62425.53,97939
-89415.8,-101685.9,-36119.47,-111115,-31453.23,-33905.8,-55313.88,-62410.79,97943
-89412.56,-101683.8,-36139.3,-111096.3,-31462.58,-33887.11,-55326.71,-62422.76,97947
-89401.07,-101647.4,-36114.98,-111120.9,-31420.57,-33916.05,-55323.94,-62440.64,97951
-89395.63,-101638.9,-36090.86,-111139.1,-31409.46,-33931.36,-55314.5,-62429.82,97955
-89402.64,-101678.3,-36113.65,-111122.1,-31443.41,-33913.67,-55315.98,-62418.09,97959
-89405.03,-101691.6,-36138.92,-111097.3,-31462.2,-33892.83,-55330.67,-62425.53,97963
-89393.2,-101660.5,-36119.66,-111111.4,-31420.57,-33912.81,-55322.75,-62433.35,97967
-89380.71,-101638.3,-36084.8,-111127.7,-31394.77,-33924.92,-55296.29,-62416.32,97971
-89390.48,-101669.5,-36101.97,-111116.6,-31423.86,-33909.61,-55288.13,-62401.59,97975
-89407.41,-101688.4,-36138.02,-111096.1,-31462.67,-33890.01,-55320.56,-62420.24,97979
-89391.48,-101651.4,-36123.85,-111101.8,-31427.77,-33904.18,-55326.38,-62438.26,97983
-89370.46,-101613.2,-36079.51,-111118.6,-31390.34,-33923.82,-55309.83,-62431.49,97987
-89385.86,-101652.4,-36093.34,-111113.8,-31413.51,-33920.72,-55310.45,-62424.1,97991
-89393.63,-101684.7,-36122.76,-111082.6,-31445.6,-33884.01,-55308.16,-62407.07,97994
-89382.23,-101659.1,-36118.23,-111082.5,-31421.09,-33887.49,-55310.59,-62412.8,97998
-89368.55,-101624.3,-36082.65,-111111.9,-31388.91,-33916.81,-55300.91,-62429.72,98002
-89372.51,-101643.4,-36083.32,-111114.4,-31402.16,-33913.19,-55293.9,-62414.61,98006
-89397.54,-101696.3,-36129.81,-111096,-31447.18,-33891.11,-55314.17,-62409.41,98010
-89390.1,-101681.9,-36132.82,-111086.2,-31435.3,-33884.39,-55324.28,-62422.09,98014
-89372.84,-101637.4,-36093.43,-111104.6,-31388.14,-33903.46,-55307.83,-62426.24,98018
-89380.37,-101630.8,-36082.65,-111109.5,-31389.62,-33903.22,-55291.71,-62409.36,98022
-89394.11,-101666.8,-36117.61,-111084.9,-31432.01,-33875.04,-55293.76,-62395.2,98026
-89388.34,-101669.4,-36128.86,-111071.3,-31434.87,-33862.45,-55298.86,-62408.17,98030
-89365.02,-101630.8,-36093.29,-111092.1,-31391.24,-33885.82,-55297.96,-62424.34,98034
-89362.44,-101628,-36075.93,-111108.5,-31386.81,-33897.31,-55290.99,-62412.84,98038
-89388.24,-101660.3,-36112.03,-111095.5,-31433.87,-33881.53,-55298.43,-62407.46,98042
-89391.77,-101660.4,-36133.63,-111072.9,-31446.51,-33861.59,-55305.87,-62404.02,98046
-89373.17,-101644.6,-36108.02,-111084.2,-31389.77,-33880.05,-55289.13,-62406.36,98050
-89377.23,-101639.8,-36085.52,-111103.6,-31367.74,-33901.55,-55278.93,-62409.98,98054
-89386.57,-101666.1,-36109.6,-111086.9,-31399.06,-33883.43,-55274.16,-62391.24,98058
-89386.72,-101676.3,-36137.87,-111066.1,-31427.34,-33861.83,-55288.51,-62400.45,98062
-89370.46,-101637.2,-36114.51,-111079.6,-31383.85,-33876.28,-55283.13,-62406.88,98066
-89354.15,-101585.8,-36070.5,-111095.4,-31349.71,-33890.54,-55264.43,-62398.68,98070
-89364.83,-101610.5,-36082.18,-111085.2,-31373.84,-33879.33,-55259.05,-62390.29,98074
-89383.09,-101659.4,-36123.95,-111067.6,-31413.04,-33856.49,-55267.44,-62388.81,98078
-89377.13,-101627.4,-36119.04,-111080.5,-31388,-33876.57,-55281.08,-62415.09,98082
-89365.78,-101605.5,-36084.04,-111104.3,-31354.67,-33900.84,-55262.91,-62411.99,98086
-89369.5,-101625,-36084.04,-111090.6,-31368.07,-33887.96,-55241.78,-62386.52,98090
-89376.27,-101626.6,-36108.83,-111054.6,-31403.07,-33849.86,-55253.32,-62372.31,98094
-89367.45,-101597.9,-36102.4,-111048.9,-31379.42,-33849.05,-55259.05,-62372.41,98098
-89361.49,-101583.4,-36069.02,-111078.1,-31341.18,-33883.24,-55255.47,-62398.06,98102
-89362.68,-101591.5,-36061.39,-111068,-31343.89,-33867.08,-55238.21,-62382.56,98106
-89372.51,-101619.9,-36093.1,-111039.2,-31384.38,-33832.51,-55252.66,-62379.94,98110
-89368.64,-101604.8,-36100.73,-111033.7,-31380.99,-33828.17,-55266.2,-62394.39,98114
-89364.64,-101565.3,-36070.88,-111062.1,-31342.27,-33857.88,-55258.28,-62402.74,98118
-89363.78,-101559.6,-36054.24,-111067.6,-31339.6,-33857.21,-55236.16,-62385.14,98121
-89374.46,-101592.7,-36086.9,-111048.3,-31386.24,-33835.23,-55247.74,-62380.71,98125
-89375.46,-101593.6,-36103.68,-111036.6,-31399.78,-33829.17,-55276.59,-62398.35,98129
-89370.6,-101563.3,-36081.13,-111061.2,-31361.73,-33861.79,-55273.4,-62412.89,98133
-89370.31,-101552.3,-36057.95,-111076,-31346.47,-33872.9,-55256.14,-62405.31,98137
-89391.34,-101598.1,-36092.95,-111062.3,-31380.94,-33856.49,-55258.71,-62394.58,98141
-89398.92,-101614.7,-36122.76,-111043,-31397.92,-33841.23,-55267.58,-62396.11,98145
-89377.94,-101580.9,-36090.43,-111054.1,-31353.38,-33858.35,-55259.33,-62407.17,98149
-89373.03,-101573,-36064.01,-111076.8,-31334.21,-33881.15,-55249.84,-62414.04,98153
-89386.53,-101607.6,-36088.33,-111064.9,-31367.02,-33869.27,-55251.65,-62407.74,98157
-89395.54,-101623.8,-36121.9,-111043.3,-31399.87,-33848.24,-55270.2,-62414.13,98161
-89384.05,-101606.7,-36113.12,-111062.2,-31371.31,-33872.51,-55272.4,-62435.06,98165
-89376.27,-101588.6,-36079.08,-111087.5,-31347.09,-33898.17,-55258.81,-62435.54,98169
-89390.34,-101620.4,-36094.05,-111082.3,-31373.79,-33893.07,-55258.47,-62431.63,98173
-89406.36,-101649.3,-36131.96,-111057.1,-31414.61,-33867.56,-55277.93,-62434.16,98177
-89402.59,-101628.6,-36129.67,-111062.4,-31391.1,-33877.24,-55284.46,-62444.12,98181
-89395.82,-101602.5,-36095.72,-111087.4,-31365.35,-33900.55,-55275.74,-62446.99,98185
-89407.7,-101633.9,-36108.31,-111090,-31387.38,-33899.5,-55274.26,-62445.32,98189
-89419.95,-101668.7,-36149.08,-111066.9,-31427.82,-33872.42,-55288.66,-62444.03,98193
-89407.7,-101646.4,-36146.03,-111058.9,-31407.6,-33870.51,-55292.66,-62455.71,98197
-89392.39,-101606.7,-36103.45,-111072.1,-31359.73,-33887.58,-55260.71,-62445.6,98201
-89395.58,-101621.6,-36097.58,-111078.7,-31362.2,-33889.16,-55240.31,-62429.72,98205
-89414.99,-101663.3,-36137.21,-111060.4,-31407.22,-33866.46,-55252.37,-62430.92,98209
-89417.14,-101659.2,-36149.79,-111052.6,-31403.4,-33860.74,-55252.66,-62438.83,98213
-89410.84,-101628.3,-36121.42,-111082.4,-31366.45,-33893.21,-55259.95,-62453.14,98217
-89409.41,-101628.4,-36104.54,-111090.5,-31360.77,-33896.93,-55248.41,-62437.35,98221
-89417.42,-101661.6,-36135.73,-111065.3,-31395.96,-33866.79,-55240.5,-62416.37,98225
-89404.02,-101652.1,-36146.55,-111042.6,-31400.07,-33847.48,-55245.79,-62417.04,98229
-89389.96,-101618,-36119.61,-111065.5,-31361.92,-33878.28,-55249.99,-62430.25,98233
-89387.96,-101615.2,-36096.34,-111083.8,-31352.1,-33894.5,-55238.88,-62418.52,98237
-89400.64,-101653.9,-36121.95,-111069.5,-31398.49,-33874.47,-55243.12,-62421.76,98241
-89402.17,-101656.4,-36143.02,-111045.2,-31419.14,-33848.15,-55249.89,-62423.91,98245
-89389.15,-101619.5,-36122.33,-111060.3,-31371.79,-33870.37,-55236.78,-62425.48,98248
-89377.99,-101605.8,-36093.77,-111082.4,-31354.96,-33892.45,-55225.24,-62428.82,98252
-89392.29,-101639,-36114.7,-111072.3,-31390.29,-33875.8,-55226.81,-62422.76,98256
-89402.36,-101656.9,-36146.55,-111048.7,-31424.96,-33848.48,-55244.98,-62423.1,98260
-89382.52,-101627.9,-36126.57,-111050.6,-31387.05,-33858.69,-55243.6,-62430.01,98264
-89361.3,-101595.5,-36081.7,-111063.8,-31349.14,-33870.65,-55221.61,-62417.71,98268
-89360.01,-101616.7,-36086.37,-111048.2,-31361.97,-33851.44,-55216.7,-62399.25,98272
-89366.93,-101645.2,-36114.79,-111018.8,-31399.06,-33821.73,-55245.6,-62404.17,98276
-89363.26,-101620.9,-36110.84,-111020.7,-31368.93,-33829.22,-55249.27,-62412.65,98280
-89351.72,-101579.5,-36072.93,-111037.8,-31329.92,-33843.95,-55222.85,-62401.02,98284
-89347.23,-101588.1,-36065.92,-111025.3,-31338.17,-33828.26,-55202.97,-62372.31,98288
-89359.73,-101627.7,-36098.2,-110999.5,-31381.8,-33807.76,-55236.3,-62390.67,98292
-89347.57,-101612.3,-36096.44,-110990.3,-31367.31,-33807.66,-55252.7,-62408.65,98296
-89330.97,-101570.3,-36060.15,-111013.2,-31324.63,-33827.69,-55229.1,-62395.2,98300
-89331.74,-101577.2,-36050.75,-111021.6,-31330.16,-33829.65,-55224.86,-62387.19,98304
-89340.99,-101612.9,-36082.08,-110997.6,-31367.59,-33797.94,-55231.39,-62385.14,98308
-89338.89,-101599,-36092.57,-110987.4,-31367.69,-33787.97,-55236.49,-62388.1,98312
-89326.78,-101564.7,-36061.01,-111008.4,-31323.34,-33815.25,-55219.18,-62388.14,98316
-89323.73,-101561.7,-36040.36,-111018.4,-31316.14,-33820.87,-55203.49,-62383.14,98320
-89338.17,-101606,-36072.26,-111004.6,-31361.63,-33802.94,-55222.95,-62380.9,98324
-89327.59,-101600,-36077.31,-110976.9,-31372.27,-33775.14,-55233.25,-62375.41,98328
-89308.13,-101554.8,-36044.56,-110989.1,-31324.68,-33792.02,-55215.94,-62374.89,98332
-89302.6,-101545.2,-36018.66,-111005.6,-31308.23,-33807.43,-55198.3,-62363.83,98336
-89308.61,-101574.2,-36039.74,-110987.7,-31342.65,-33789.59,-55212.46,-62362.97,98340
-89309.66,-101574.7,-36060.86,-110958.9,-31361.68,-33763.51,-55228.77,-62368.36,98344
-89303.6,-101554.8,-36044.13,-110973.2,-31320.67,-33783.87,-55224.05,-62380.9,98348
-89288.92,-101533.9,-36010.08,-110986.2,-31290.92,-33798.32,-55210.07,-62369.74,98352
-89297.59,-101566.8,-36027.29,-110971.4,-31319.72,-33778.82,-55212.27,-62352.14,98356
-89302.98,-101588.5,-36060.39,-110942.3,-31351.43,-33748.25,-55227.15,-62350.19,98360
-89289.06,-101553.3,-36044.03,-110945.8,-31311.33,-33756.02,-55220.85,-62358.82,98364
-89274.28,-101522.4,-36005.6,-110967.8,-31275.8,-33779.91,-55201.44,-62353.29,98368
-89285.91,-101552.4,-36015.56,-110966.7,-31301.84,-33774.52,-55199.01,-62342.61,98372
-89290.59,-101572.9,-36040.65,-110932.2,-31335.69,-33733.85,-55202.73,-62331.16,98376
-89283.29,-101556.4,-36037.83,-110933.6,-31312.57,-33737.95,-55213.03,-62344.56,98380
-89276.9,-101521,-36005.55,-110961,-31274.37,-33763.65,-55198.11,-62356.77,98384
-89279.05,-101537.8,-36004.22,-110959.9,-31278.33,-33760.03,-55183.51,-62342.89,98388
-89288.68,-101575.8,-36039.6,-110936,-31321.01,-33732.32,-55199.35,-62337.27,98392
-89279.48,-101559.1,-36041.12,-110927,-31311.14,-33723.98,-55203.97,-62344.42,98396
-89265.41,-101520.2,-36004.17,-110944.9,-31265.36,-33743.96,-55188.76,-62342.94,98400
-89264.93,-101525.8,-35990.01,-110950.7,-31265.22,-33743.34,-55175.65,-62322.77,98404
-89268.32,-101548.5,-36013.8,-110923.9,-31305.84,-33710.58,-55178.27,-62297.07,98408
-89271.99,-101534.5,-36027.58,-110912.9,-31308.75,-33704.24,-55192.62,-62318.48,98412
-89275.8,-101525,-36007.27,-110943,-31269.46,-33743.34,-55196.58,-62350.09,98416
-89268.27,-101533.8,-35984,-110952,-31261.26,-33750.35,-55174.69,-62337.22,98420
-89273.09,-101562.6,-36008.98,-110927.1,-31298.93,-33722.02,-55181.32,-62326.3,98424
-89273.28,-101568.8,-36033.73,-110912.6,-31317.91,-33709.39,-55213.03,-62346.04,98428
-89259.35,-101536.5,-36008.79,-110929.8,-31271.65,-33730.66,-55203.54,-62351.81,98432
-89254.2,-101518.3,-35978.04,-110941.1,-31251.29,-33739.62,-55183.51,-62336.55,98436
-89266.7,-101546.3,-36000.69,-110922.5,-31284.38,-33719.88,-55192.72,-62332.59,98439
-89268.98,-101556.4,-36023.96,-110895.6,-31305.13,-33692.56,-55208.93,-62335.17,98443
-89258.92,-101532.6,-36009.89,-110905,-31259.26,-33708.2,-55197.06,-62338.03,98447
-89245.24,-101507.3,-35973.94,-110921.3,-31228.59,-33726.03,-55170.74,-62329.4,98451
-89252.58,-101541.2,-35987.62,-110913.4,-31253.77,-33714.97,-55166.44,-62314.62,98455
-89274.99,-101573.8,-36028.92,-110897.1,-31295.69,-33693.84,-55195.77,-62321.29,98459
-89261.93,-101543.4,-36018.42,-110900.5,-31267.12,-33700.9,-55195.72,-62333.45,98463
-89245.33,-101503.4,-35977.94,-110921.9,-31236.37,-33721.79,-55174.79,-62332.93,98467
-89258.59,-101529.7,-35989.1,-110923.4,-31261.5,-33723.12,-55178.41,-62328.59,98471
-89272.56,-101569.9,-36026.29,-110902,-31308.18,-33699.37,-55196.58,-62326.54,98475
-89264.98,-101557.1,-36024.43,-110899.8,-31292.11,-33702.57,-55202.54,-62337.69,98479
-89244.9,-101519.7,-35986.1,-110923.2,-31253.77,-33728.27,-55192.29,-62342.42,98483
-89250.05,-101534.7,-35982.85,-110927.8,-31266.17,-33729.7,-55179.18,-62328.06,98487
-89263.17,-101561,-36015.56,-110900.1,-31309.56,-33696.75,-55186.23,-62318.76,98491
-89259.5,-101544.3,-36021.67,-110890.5,-31299.6,-33690.31,-55201.44,-62333.74,98495
-89253.15,-101507,-35989.58,-110917.3,-31260.07,-33715.83,-55192.19,-62337.46,98499
-89262.31,-101527.2,-35985.71,-110931.7,-31262.97,-33725.93,-55183.28,-62323.39,98503
-89264.65,-101559.8,-36012.27,-110900.5,-31303.22,-33690.27,-55187.62,-62309.28,98507
-89259.02,-101552.1,-36028.3,-110886.2,-31317.14,-33676.82,-55216.42,-62323.91,98511
-89238.09,-101513.3,-35997.54,-110909.1,-31273.27,-33701.85,-55205.64,-62329.73,98515
-89235.61,-101514.2,-35976.27,-110925.2,-31267.84,-33719.55,-55197.06,-62335.36,98519
-89253.87,-101540.4,-36003.31,-110906,-31308.42,-33695.75,-55204.02,-62320.48,98523
-89251.01,-101533.3,-36018.62,-110879.3,-31322.44,-33669.95,-55214.13,-62319.48,98527
-89237.56,-101513.3,-35998.06,-110891.9,-31274.99,-33692.03,-55203.49,-62329.54,98531
-89223.78,-101504.2,-35966.16,-110906.1,-31249.15,-33701.14,-55188.62,-62320.34,98535
-89237.04,-101530.6,-35985.9,-110888.2,-31277.14,-33676.87,-55191.19,-62313.38,98539
-89250.77,-101540,-36012.7,-110859,-31303.17,-33644.87,-55196.96,-62307.22,98543
-89242.95,-101510.9,-36000.73,-110874.5,-31267.89,-33668.71,-55192.48,-62317.95,98547
-89227.55,-101483.6,-35966.02,-110902.1,-31248.38,-33698.28,-55185.33,-62320.77,98551
-89223.16,-101520.2,-35970.22,-110887,-31273.23,-33682.21,-55190.81,-62310.61,98555
-89207.23,-101537.6,-35989.72,-110849.4,-31306.32,-33647.83,-55209.5,-62310.66,98559
-89188.78,-101484.4,-35974.46,-110851.3,-31275.09,-33655.89,-55210.69,-62326.63,98563
-89186.63,-101460.2,-35933.07,-110872.6,-31238.75,-33673.82,-55194.58,-62321.1,98566
-89186.06,-101499.5,-35931.45,-110863.3,-31247.24,-33656.65,-55182.47,-62298.4,98570
-89187.78,-101535.8,-35967.78,-110837.6,-31288.44,-33628.04,-55199.35,-62294.06,98574
-89179.96,-101509.1,-35967.88,-110836.6,-31272.75,-33629.99,-55211.84,-62301.84,98578
-89163.08,-101466.3,-35929.07,-110862.8,-31236.18,-33658.22,-55209.17,-62304.13,98582
-89149.68,-101472,-35914,-110862.8,-31239.04,-33655.7,-55200.06,-62289.82,98586
-89143.1,-101513.4,-35941.08,-110835.8,-31277.61,-33627.56,-55216.27,-62276.52,98590
-89145.25,-101503,-35945.99,-110824.7,-31269.51,-33621.03,-55234.15,-62278.42,98594
-89108.34,-101470.4,-35905.94,-110840.8,-31226.31,-33644.97,-55223.38,-62299.31,98598
-89112.34,-101457,-35883.29,-110842.8,-31225.54,-33648.83,-55214.99,-62298.83,98602
-89139.09,-101496.2,-35909.75,-110814.1,-31264.21,-33615.17,-55224.71,-62281.28,98606
-89126.46,-101507,-35927.87,-110793.8,-31270.13,-33598.09,-55242.31,-62284.57,98610
-89096.61,-101467.2,-35896.69,-110807.5,-31219.54,-33616.5,-55218.51,-62277.9,98614
-89095.18,-101448.3,-35869.13,-110818.5,-31202.61,-33624.32,-55197.34,-62268.27,98618
-89097.66,-101488,-35899.22,-110806.7,-31249.43,-33608.54,-55217.8,-62265.36,98622
-89132.28,-101498.9,-35927.54,-110783.6,-31268.03,-33584.74,-55223.09,-62263.31,98626
-89126.79,-101465.3,-35905.41,-110796.5,-31223.87,-33604.15,-55212.7,-62275.94,98630
-89120.97,-101442.4,-35876.23,-110813,-31203.32,-33618.17,-55209.98,-62271.94,98634
-89135.71,-101478.8,-35896.97,-110798.7,-31235.03,-33601.15,-55202.92,-62256.54,98638
-89140.48,-101498,-35921.67,-110765.9,-31264.5,-33566.72,-55218.9,-62250.81,98642
-89120.12,-101473.4,-35909.37,-110773.9,-31229.45,-33577.88,-55218.75,-62260.97,98646
-89105.95,-101442.3,-35875.28,-110799.1,-31201.84,-33599.76,-55194.82,-62254.63,98650
-89120.97,-101463.1,-35883.86,-110790.6,-31221.97,-33585.65,-55187.52,-62238.75,98654
-89147.92,-101486.9,-35917.38,-110763.2,-31257.21,-33550.17,-55202.78,-62232.08,98658
-89141.67,-101461.6,-35908.61,-110760.8,-31225.26,-33549.6,-55202.68,-62233.55,98662
-89125.27,-101422.4,-35866.7,-110778.5,-31179.1,-33568.44,-55180.84,-62228.55,98666
-89130.89,-101442.6,-35867.98,-110781.7,-31197.84,-33569.87,-55179.7,-62219.34,98670
-89147.15,-101485.7,-35904.94,-110759.5,-31245.43,-33543.69,-55196.1,-62216.67,98674
-89153.64,-101478,-35914.14,-110758.7,-31237.27,-33545.83,-55202.06,-62228.5,98678
-89139.28,-101437.4,-35877,-110779.9,-31196.07,-33574.44,-55199.25,-62239.08,98682
-89139.57,-101444.5,-35866.12,-110781.8,-31199.32,-33577.35,-55198.87,-62230.74,98686
-89150.06,-101475.3,-35894.02,-110750,-31238.37,-33545.79,-55205.88,-62223.49,98690
-89144.01,-101463.9,-35899.69,-110734.1,-31236.03,-33534.63,-55214.75,-62231.65,98693
-89132.61,-101424.7,-35865.46,-110752.3,-31191.64,-33554.85,-55197.06,-62233.98,98697
-89126.31,-101413.3,-35839.61,-110753.5,-31177.57,-33551.22,-55172.88,-62214.58,98701
-89141.57,-101446.1,-35868.36,-110732.3,-31216.34,-33527,-55186.8,-62210.9,98705
-89145.48,-101448.2,-35887.91,-110711.9,-31228.88,-33509.83,-55201.87,-62211.38,98709
-89145.01,-101423.4,-35871.32,-110737.2,-31192.02,-33542.21,-55195.91,-62224.45,98713
-89144.05,-101413.6,-35846.05,-110752.9,-31174.28,-33558.23,-55179.65,-62222.16,98717
-89159.31,-101449,-35869.6,-110734.4,-31204.42,-33538.2,-55183.23,-62217.25,98721
-89165.27,-101472.1,-35903.41,-110718.4,-31231.46,-33519.94,-55206.5,-62226.5,98725
-89157.07,-101448.4,-35893.92,-110739.4,-31196.69,-33537.87,-55204.59,-62236.65,98729
-89136.9,-101413.6,-35851.77,-110750.2,-31166.42,-33536.73,-55176.31,-62218.15,98733
-89158.74,-101441.7,-35869.56,-110738.9,-31192.98,-33517.94,-55169.45,-62194.93,98737
-89170.71,-101466.8,-35904.51,-110714,-31228.36,-33492.28,-55183.56,-62193.36,98741
-89162.79,-101444,-35898.17,-110727.1,-31202.13,-33512.12,-55195.39,-62213.48,98745
-89162.89,-101419.6,-35865.07,-110756.7,-31173.19,-33541.73,-55186.38,-62216.96,98749
-89177.24,-101448.6,-35878.19,-110758.4,-31197.6,-33539.87,-55180.89,-62208.85,98753
-89184.58,-101481.5,-35914.86,-110731.2,-31240.09,-33514.12,-55197.49,-62207.09,98757
-89173.66,-101467.5,-35912.95,-110732.4,-31215.77,-33521.37,-55197.34,-62220.11,98761
-89166.7,-101434.9,-35880.86,-110758.8,-31178.62,-33549.65,-55183.85,-62224.73,98765
-89175.48,-101456.3,-35884.82,-110760.9,-31191.31,-33549.5,-55180.84,-62214.48,98769
-89200.94,-101500.4,-35929.16,-110745,-31235.89,-33530.34,-55201.59,-62216.29,98773
-89192.69,-101480.6,-35931.4,-110731.7,-31221.44,-33521.32,-55197.49,-62223.64,98777
-89162.55,-101428.7,-35883.48,-110738.9,-31162.31,-33533.34,-55166.83,-62215.34,98781
-89164.8,-101428.1,-35867.79,-110740.1,-31155.4,-33534.25,-55149.9,-62189.26,98785
-89174.38,-101469.1,-35900.74,-110716.6,-31195.84,-33509.93,-55152.85,-62177.29,98789
-89173.28,-101473.2,-35921.67,-110708.6,-31204.8,-33507.21,-55175.27,-62207.23,98793
-89170.33,-101442.6,-35899.98,-110736,-31167.94,-33538.63,-55180.99,-62228.93,98797
-89173.76,-101436.4,-35882.1,-110748.2,-31161.55,-33548.07,-55166.97,-62219.34,98801
-89187.78,-101477.4,-35910.42,-110727.1,-31199.89,-33523.52,-55170.83,-62205.9,98805
-89189.4,-101491.8,-35933.12,-110711.8,-31221.39,-33509.74,-55195.96,-62215.29,98809
-89169.56,-101445.5,-35899.36,-110724.1,-31172.52,-33525.19,-55176.84,-62207.8,98813
-89160.31,-101423.1,-35869.6,-110740.8,-31154.21,-33540.35,-55163.68,-62198.98,98817
-89165.51,-101448.3,-35887.82,-110722.8,-31185.77,-33515.98,-55159.67,-62184.06,98821
-89172.85,-101465.1,-35915.62,-110701.1,-31216.86,-33492.19,-55188.71,-62192.07,98825
-89159.5,-101437,-35893.59,-110712.5,-31178.19,-33506.68,-55182.08,-62197.31,98829
-89146.82,-101413.1,-35856.2,-110731.8,-31153.78,-33525.9,-55158.91,-62190.21,98833
-89157.55,-101446.8,-35875.76,-110725.4,-31185.25,-33521.09,-55166.78,-62200.51,98837
-89170.61,-101475,-35916.43,-110702.6,-31223.54,-33499.58,-55185.9,-62201.75,98841
-89165.8,-101451.5,-35914.95,-110713.4,-31193.4,-33515.89,-55188.47,-62219.77,98845
-89153.54,-101421.7,-35877.04,-110734.8,-31151.87,-33535.49,-55159.96,-62209.57,98849
-89165.08,-101446.8,-35885.2,-110734.2,-31171.42,-33530.91,-55154.05,-62194.17,98853
-89177.81,-101479.3,-35925.49,-110714.4,-31216.05,-33511.26,-55173.6,-62196.07,98857
-89166.08,-101454.4,-35925.01,-110713.5,-31200.27,-33521.99,-55185.66,-62223.78,98861
-89145.53,-101414.2,-35881.91,-110730.5,-31157.07,-33544.36,-55167.4,-62223.3,98865
-89140.38,-101427.3,-35866.55,-110725.4,-31156.97,-33536.96,-55140.55,-62196.84,98869
-89152.64,-101460.4,-35900.17,-110696.3,-31198.6,-33507.69,-55141.31,-62189.54,98873
-89152.83,-101448.1,-35911.18,-110683.9,-31191.31,-33496.81,-55152.14,-62196.22,98877
-89147.06,-101420.6,-35884.67,-110708.7,-31148.77,-33520.85,-55143.32,-62197.08,98881
-89156.98,-101438,-35876.14,-110722.9,-31150.68,-33527.71,-55132.68,-62185.01,98884
-89175.57,-101482.7,-35913.66,-110709.6,-31199.08,-33508.93,-55147.9,-62183.82,98888
-89172.09,-101476.6,-35929.49,-110692.5,-31201.22,-33493.09,-55158.15,-62184.3,98892
-89161.03,-101446.5,-35905.99,-110717.2,-31160.5,-33521.66,-55147.56,-62191.4,98896
-89148.11,-101430.3,-35875.52,-110727.9,-31146.05,-33529.57,-55128.01,-62176.57,98900
-89163.65,-101466.6,-35902.7,-110714.8,-31185.73,-33511.5,-55137.4,-62166.8,98904
-89176.14,-101479.8,-35933.93,-110701.4,-31210.76,-33498.39,-55158.58,-62182.39,98908
-89161.89,-101441.3,-35908.94,-110715.7,-31170.09,-33519.75,-55145.46,-62191.11,98912
-89157.36,-101438.3,-35878.76,-110731.5,-31148.53,-33535.06,-55126.49,-62179.91,98916
-89171.61,-101475.9,-35897.83,-110711.7,-31176,-33513.03,-55116.38,-62152.82,98920
-89175.67,-101484.3,-35921.63,-110683.3,-31200.99,-33484.56,-55120.43,-62151.35,98924
-89160.74,-101452.3,-35905.08,-110697.6,-31167.46,-33505.83,-55125.44,-62177.76,98928
-89151.02,-101418.3,-35869.37,-110720.4,-31141.62,-33528,-55120.62,-62184.92,98932
-89167.42,-101444.1,-35881.33,-110710.9,-31161.74,-33513.27,-55110.56,-62165.22,98936
-89182.25,-101480.5,-35922.34,-110691.1,-31203.32,-33493.14,-55125.29,-62166.84,98940
-89166.51,-101452.5,-35911.28,-110688,-31170.56,-33497.62,-55112.7,-62171.56,98944
-89150.44,-101412.3,-35868.17,-110703.4,-31127.46,-33517.41,-55082.85,-62160.12,98948
-89151.4,-101428.3,-35869.13,-110700.6,-31141.62,-33515.41,-55077.18,-62148.87,98952
-89167.18,-101465.7,-35908.18,-110677.5,-31184.73,-33494.1,-55095.73,-62153.06,98956
-89166.13,-101450.4,-35913.85,-110677,-31175.67,-33503.73,-55109.61,-62175.14,98960
-89145.91,-101412.6,-35871.42,-110692.8,-31128.46,-33521.28,-55088.24,-62168.08,98964
-89153.4,-101426.6,-35862.4,-110697,-31133.47,-33520.99,-55073.08,-62152.63,98968
-89170.33,-101461.4,-35895.16,-110672.2,-31171.9,-33490.52,-55073.94,-62138.47,98972
-89162.75,-101447.9,-35905.22,-110662,-31174.62,-33479.79,-55076.99,-62147.1,98976
-89148.2,-101416.6,-35876.33,-110690.1,-31135.33,-33505.02,-55063.88,-62152.35,98980
-89145.77,-101421.8,-35862.69,-110706.7,-31141.33,-33519.08,-55067.4,-62153.92,98984
-89170.33,-101460.8,-35893.49,-110689.2,-31185.63,-33498.63,-55080.61,-62150.44,98988
-89174.28,-101461.8,-35911.9,-110669.6,-31192.64,-33484.13,-55086.67,-62164.36,98992
-89162.79,-101420.9,-35887.82,-110690.4,-31151.2,-33512.12,-55077.7,-62177.29,98996
