F3,F4,Fz,Cz,P3,P4,O1,O2,timestamp
-93467.54,-103018.2,-39938.31,-123876.4,-39021.78,-49960.48,-66698.13,-66270.31,42077
-93438.26,-102960.9,-39870.32,-123896.5,-38929.33,-49977.74,-66671.14,-66250.38,42081
-93437.21,-102978.9,-39860.92,-123898,-38947.06,-49969.78,-66672.43,-66252.34,42085
-93455.09,-103027.5,-39912.9,-123862,-39032.08,-49931.39,-66684.54,-66240.65,42089
-93433.49,-102998.1,-39908.32,-123833.8,-39013.39,-49906.79,-66663.7,-66220.34,42093
-93400.02,-102923.5,-39831.17,-123840.1,-38909.44,-49917.66,-66639.05,-66209.28,42097
-93378.99,-102905.5,-39794.02,-123836.7,-38893.9,-49914.7,-66627.8,-66185.48,42101
-93391.58,-102968.8,-39849.62,-123817.7,-38980.2,-49893.15,-66667.38,-66194.69,42105
-93375.51,-102963.2,-39858.68,-123779.6,-38974.05,-49855.57,-66683.11,-66180.95,42109
-93339.17,-102894.7,-39790.64,-123783.5,-38875.16,-49862.82,-66644.01,-66170.89,42113
-93321.86,-102858.3,-39746.1,-123792.2,-38847.93,-49866.78,-66596.04,-66145.14,42117
-93339.41,-102909.9,-39796.88,-123776.3,-38925.42,-49840.17,-66599.24,-66126.69,42121
-93343.18,-102933.9,-39833.46,-123749.6,-38962.66,-49809.8,-66609.68,-66124.35,42125
-93310.94,-102872.7,-39780.19,-123757,-38864.28,-49824.82,-66572.44,-66108.95,42129
-93283,-102815.9,-39711.82,-123758.4,-38822.18,-49823.72,-66516.6,-66064.94,42133
-93286.29,-102850.2,-39735.28,-123737,-38897.33,-49795.92,-66517.65,-66071.81,42137
-93303.08,-102887.7,-39783.91,-123707.2,-38957.7,-49767.03,-66541.54,-66096.41,42141
-93275.51,-102840.9,-39747.48,-123706.2,-38877.59,-49776.04,-66519.8,-66093.03,42145
-93258.35,-102800.2,-39691.98,-123727.7,-38811.88,-49793.11,-66485.27,-66075,42149
-93274.08,-102841.3,-39717.97,-123720.9,-38865.05,-49781.33,-66485.42,-66066.51,42153
-93293.63,-102884.6,-39776.52,-123690,-38946.44,-49746.19,-66512.79,-66074.19,42157
-93279.9,-102849.3,-39760.74,-123691.1,-38897.62,-49756.06,-66514.84,-66083.87,42161
-93262.54,-102804.2,-39703.8,-123723.4,-38829.67,-49795.68,-66494.9,-66079.72,42165
-93282.81,-102840.7,-39724.55,-123738.2,-38880.12,-49810.8,-66506.44,-66080.29,42169
-93318.52,-102905.7,-39795.6,-123720.9,-38976.29,-49791.01,-66540.44,-66089.97,42173
-93321.86,-102888.3,-39797.74,-123715.2,-38951.74,-49791.68,-66549.98,-66105.23,42177
-93310.28,-102839.8,-39748.39,-123752.5,-38874.01,-49830.4,-66535.67,-66103.09,42181
-93320.67,-102850.8,-39745.91,-123763.8,-38889.99,-49836.5,-66525.85,-66088.35,42185
-93338.89,-102911.8,-39804.99,-123737.5,-38990.36,-49803.69,-66551.89,-66092.17,42189
-93329.25,-102890,-39810.47,-123713.8,-38980.2,-49781.24,-66561.42,-66097.22,42193
-93309.94,-102836.2,-39759.93,-123741.1,-38893.75,-49816.9,-66558.37,-66102.66,42197
-93310.7,-102838.9,-39747.91,-123766,-38894.61,-49837.07,-66556.13,-66106.66,42201
-93333.31,-102914.2,-39808.14,-123754.3,-38978.77,-49818.33,-66576.78,-66101.23,42205
-93356.72,-102944.5,-39856.25,-123753.2,-39016.54,-49818.43,-66613.97,-66126.64,42209
-93344.18,-102896.6,-39814.53,-123777,-38922.89,-49851.85,-66594.42,-66124.5,42213
-93330.59,-102866.7,-39769.94,-123790.6,-38877.92,-49861.3,-66554.75,-66088.73,42217
-93372.31,-102937.8,-39833.6,-123794.7,-38976.29,-49861.87,-66584.41,-66101.23,42221
-93384.47,-102964,-39874.66,-123766.5,-39030.18,-49841.27,-66608.15,-66124.78,42225
-93376.75,-102909,-39839.94,-123776.3,-38945.97,-49857.72,-66582.74,-66127.69,42229
-93366.07,-102896.8,-39794.45,-123801.1,-38900.48,-49878.18,-66546.5,-66111.91,42233
-93398.3,-102968.5,-39847.71,-123810,-38980.82,-49887.33,-66580.5,-66125.5,42237
-93418.52,-103012.8,-39905.03,-123792.7,-39061.22,-49868.73,-66624.75,-66154.63,42241
-93405.12,-102970.7,-39882.05,-123802.5,-38994.8,-49886.38,-66597.85,-66164.36,42245
-93394.87,-102930.1,-39833.22,-123837.8,-38932.19,-49925.43,-66580.54,-66149.53,42249
-93416.8,-102978.8,-39862.07,-123840.2,-38988.31,-49923.24,-66569.72,-66140.19,42253
-93433.68,-103036,-39919.29,-123808.6,-39073.33,-49888.38,-66581.98,-66132.94,42257
-93421.14,-103012.9,-39908.8,-123809.3,-39032.04,-49897.39,-66581.93,-66144.1,42261
-93406.36,-102959.6,-39857.16,-123844.8,-38959.84,-49931.3,-66550.36,-66150.72,42265
-93431.54,-102990.1,-39877.47,-123865.4,-39007.81,-49942.84,-66571.1,-66165.41,42269
-93473.59,-103058.6,-39958.77,-123860.2,-39127.12,-49931.72,-66628.47,-66195.31,42273
-93458.72,-103040.6,-39959.77,-123850.5,-39107.09,-49926.96,-66637.38,-66208.9,42277
-93419.66,-102981.3,-39894.54,-123869.1,-39015.06,-49948.41,-66608.15,-66201.36,42281
-93414.04,-102981.3,-39876.04,-123871.2,-39011.63,-49949.99,-66594.52,-66170.27,42285
-93450.66,-103036.6,-39940.79,-123852.3,-39111.48,-49922.19,-66618.17,-66170.56,42289
-93453.61,-103041.5,-39961.68,-123838.3,-39122.3,-49907.31,-66636.05,-66194.64,42293
-93421.57,-102979.5,-39900.98,-123851.1,-39021.59,-49926.62,-66603.77,-66179.38,42297
-93408.74,-102959.1,-39861.54,-123853.9,-38992.6,-49926.86,-66571.63,-66142.47,42301
-93426.91,-103018.4,-39913.76,-123833.7,-39070.33,-49899.2,-66587.27,-66142.38,42305
-93432.06,-103031.4,-39950.09,-123809.5,-39091.31,-49872.93,-66603.05,-66151.01,42309
-93401.35,-102955.8,-39889.68,-123812.8,-38982.54,-49878.89,-66562.76,-66134.03,42313
-93374.84,-102910.8,-39831.6,-123818.9,-38933.09,-49880.13,-66516.31,-66098.84,42317
-93390.81,-102976.4,-39877.66,-123809.8,-39001.33,-49862.54,-66527.14,-66096.08,42321
-93400.54,-103008.4,-39927.25,-123789.4,-39054.69,-49836.98,-66559.13,-66114.48,42325
-93377.46,-102945.9,-39881.19,-123788.8,-38970,-49841.75,-66531.67,-66113.53,42329
-93367.11,-102901.5,-39822.3,-123807,-38913.92,-49859.15,-66498.1,-66097.46,42333
-93385.9,-102945.2,-39851.91,-123792.6,-38952.17,-49838.69,-66496.67,-66072.47,42337
-93402.93,-102986.6,-39906.37,-123764,-39012.25,-49810.56,-66531.14,-66092.12,42341
-93388.38,-102959.4,-39887.58,-123777.7,-38944.44,-49832.45,-66537.25,-66113.91,42345
-93370.74,-102908.9,-39829.4,-123807.1,-38882.07,-49862.73,-66503.96,-66092.69,42349
-93374.6,-102933.9,-39838.84,-123799.3,-38930.71,-49849.47,-66490.71,-66066.51,42353
-93397.82,-102986.6,-39903.27,-123773.8,-39021.45,-49818.09,-66516.93,-66077.2,42357
-93384.71,-102959.9,-39895.45,-123772.4,-38990.6,-49823.82,-66517.17,-66094.36,42361
-93364.3,-102899.4,-39828.64,-123791.3,-38912.49,-49841.6,-66470.49,-66072.62,42365
-93370.36,-102916.6,-39827.16,-123796.5,-38928.09,-49835.55,-66456.76,-66051.73,42369
-93393.48,-102980.3,-39891.77,-123777.4,-39015.35,-49810.47,-66490.8,-66065.94,42373
-93394.49,-102971.3,-39899.4,-123765.2,-38995.94,-49805.79,-66496.57,-66074.86,42377
-93368.31,-102905,-39833.27,-123781.3,-38902.58,-49828.01,-66470.59,-66063.99,42381
-93367.78,-102913.6,-39815.72,-123790,-38902.43,-49832.45,-66454.75,-66038.71,42385
-93395.87,-102978.3,-39879.76,-123774.6,-38996.8,-49812.71,-66474.73,-66042.48,42389
-93390.15,-102971.4,-39892.54,-123750.8,-39006.86,-49790.72,-66483.51,-66044.91,42393
-93378.84,-102916.2,-39837.03,-123770.9,-38914.73,-49815.61,-66451.32,-66028.51,42397
-93368.88,-102892.5,-39796.45,-123779.6,-38889.51,-49819.29,-66422.57,-65996.71,42401
-93387.9,-102948.2,-39845.09,-123758.9,-38979.39,-49795.49,-66446.65,-65996.9,42405
-93390.34,-102966.2,-39880.04,-123732.9,-39016.54,-49766.36,-66462.34,-65999.38,42409
-93356.29,-102906.8,-39822.44,-123738.1,-38915.21,-49777.8,-66441.74,-65988.55,42413
-93344.75,-102871.1,-39768.65,-123758.2,-38872.39,-49795.35,-66421.14,-65966.81,42417
-93367.73,-102915.1,-39806.09,-123742.7,-38942.87,-49773.22,-66415.56,-65948.54,42421
-93378.03,-102940.3,-39848.81,-123708.4,-39010.24,-49735.7,-66429.63,-65935.34,42425
-93356.91,-102898.8,-39811.19,-123713.2,-38937.19,-49749.81,-66415.03,-65934.1,42429
-93331.07,-102843.4,-39742.29,-123729.8,-38883.93,-49769.93,-66417.75,-65935.53,42433
-93344.08,-102890.1,-39770.47,-123724.8,-38950.07,-49763.16,-66437.59,-65941.2,42437
-93367.31,-102938.9,-39834.22,-123702,-39038.71,-49737.75,-66481.22,-65977.97,42441
-93350.85,-102905.1,-39811.95,-123697.7,-38975.15,-49731.36,-66469.97,-65982.07,42445
-93311.9,-102831.4,-39732.08,-123703.9,-38886.03,-49736.65,-66420.99,-65950.83,42449
-93309.8,-102837.5,-39730.6,-123686.1,-38915.83,-49717.1,-66406.21,-65928.85,42453
-93341.6,-102909.4,-39801.17,-123664.8,-39019.73,-49688.39,-66445.36,-65944.16,42457
-93324.72,-102879.8,-39791.26,-123651.3,-38994.13,-49677.24,-66444.98,-65948.02,42461
-93299.59,-102809.2,-39721.69,-123667.6,-38911.63,-49692.69,-66409.41,-65935.1,42465
-93300.64,-102818.1,-39712.53,-123669.6,-38929.09,-49688.11,-66396.39,-65921.75,42469
-93323.82,-102885.1,-39779.29,-123650,-39027.03,-49659.12,-66412.41,-65921.32,42473
-93304.22,-102852.2,-39777.81,-123626,-39023.6,-49634.89,-66447.7,-65927.8,42477
-93273.56,-102775.7,-39710.1,-123639.8,-38923.08,-49652.44,-66419.18,-65927.56,42481
-93270.41,-102779,-39685.68,-123648.8,-38915.02,-49659.55,-66393,-65903.05,42485
-93297.4,-102847.8,-39750.49,-123631.2,-39009.72,-49642.14,-66440.69,-65907.2,42489
-93305.55,-102858.5,-39783.1,-123613.1,-39054.78,-49628.41,-66499.77,-65952.22,42493
-93283.29,-102787.5,-39722.02,-123624.5,-38970.72,-49642.76,-66472.02,-65946.64,42497
-93276.99,-102763.9,-39681.3,-123641.4,-38939.82,-49655.64,-66449.75,-65930.57,42501
-93304.98,-102828.2,-39737.33,-123635.3,-39030.99,-49648.58,-66477.26,-65949.45,42505
-93316.81,-102854,-39783.1,-123618.7,-39086.06,-49631.79,-66523.18,-65987.93,42509
-93297.59,-102810.2,-39742.05,-123632.9,-38998.51,-49651.2,-66526.71,-65994.89,42513
-93287.91,-102782.6,-39697.37,-123658.1,-38960.27,-49674.66,-66509.92,-65964.18,42517
-93319.05,-102851,-39750.49,-123664.4,-39043.77,-49680.05,-66537.77,-65991.03,42521
-93345.75,-102905.1,-39821.06,-123652.7,-39136.7,-49669.7,-66578.97,-66045.25,42525
-93320.29,-102857.2,-39791.4,-123654.1,-39069.75,-49681.05,-66562.19,-66041.58,42529
-93304.46,-102817.3,-39742.19,-123683.9,-39009.29,-49715.81,-66559.85,-66041.72,42533
-93328.92,-102869.5,-39782.77,-123689.9,-39075.33,-49721.34,-66567.81,-66049.01,42537
-93370.55,-102930.5,-39861.54,-123678.3,-39177.47,-49708.8,-66618.6,-66098.75,42541
-93368.16,-102911.3,-39855.44,-123688.1,-39138.42,-49721.06,-66632.62,-66138.23,42545
-93340.22,-102843.3,-39778.76,-123702.1,-39045.48,-49732.88,-66611.54,-66120.54,42549
-93359.58,-102880.7,-39799.65,-123716.2,-39082.34,-49747.57,-66608.82,-66108.52,42553
-93402.59,-102967.2,-39886,-123711.6,-39196.69,-49749.33,-66661.94,-66139.95,42557
-93393.2,-102949,-39885.1,-123703.1,-39177.38,-49745.66,-66654.26,-66142.71,42561
-93368.12,-102888.9,-39816.34,-123722.9,-39085.78,-49766.55,-66612.68,-66129.55,42565
-93373.5,-102913.1,-39808.33,-123736.5,-39093.74,-49777.32,-66600.38,-66120.49,42569
-93401.3,-102981.5,-39876.75,-123726.6,-39195.16,-49766.02,-66649.16,-66170.94,42573
-93410.6,-102991.1,-39909.85,-123725.2,-39193.68,-49768.74,-66683.97,-66201.46,42577
-93398.2,-102944.1,-39858.35,-123750.4,-39086.82,-49803.12,-66643.96,-66180.53,42581
-93388.29,-102927.7,-39818.87,-123749.2,-39068.42,-49805.7,-66609.2,-66168.27,42585
-93429.53,-102995.5,-39888.67,-123745.5,-39172.04,-49792.44,-66629.47,-66191.45,42589
-93427.39,-103005.3,-39919.53,-123732.6,-39201.93,-49775.47,-66647.92,-66209.85,42593
-93408.79,-102964.4,-39879.85,-123763.3,-39116.34,-49810.85,-66618.45,-66226.83,42597
-93418.52,-102967.9,-39858.63,-123800.4,-39092.59,-49849.18,-66610.16,-66239.42,42601
-93450.94,-103047.8,-39920.67,-123803.3,-39179.38,-49858.67,-66626.89,-66242.09,42605
-93457.57,-103073,-39962.82,-123779.7,-39237.6,-49840.32,-66632.57,-66247.62,42609
-93441.45,-103032.5,-39931.88,-123797.6,-39156.16,-49866.16,-66624.56,-66268.55,42613
-93440.98,-102998.8,-39886.1,-123829.2,-39106.42,-49896.3,-66601.38,-66261.92,42617
-93469.35,-103044.7,-39922.2,-123825.2,-39165.84,-49889.1,-66601,-66262.11,42621
-93496.05,-103098.7,-39991.34,-123807.2,-39236.93,-49867.35,-66627.32,-66283.43,42625
-93489.47,-103076.5,-39987.28,-123828.1,-39197.93,-49892.81,-66611.11,-66289.67,42629
-93474.59,-103036.9,-39939.22,-123862.6,-39132.7,-49926.67,-66574.06,-66276.75,42633
-93501.06,-103088.4,-39972.88,-123874,-39182.05,-49936.35,-66568.62,-66278.13,42637
-93531.81,-103148.4,-40048.56,-123859.9,-39278.8,-49921,-66600,-66306.32,42641
-93518.51,-103122.3,-40043.79,-123861.7,-39232.31,-49930.15,-66599.14,-66326.68,42645
-93506.59,-103081.6,-39992.2,-123898.6,-39150.58,-49965.58,-66573.25,-66327.63,42649
-93525.95,-103117.6,-40003.02,-123914.1,-39175.61,-49974.26,-66562.33,-66321,42653
-93551.98,-103185.3,-40071.26,-123898.7,-39265.5,-49957.86,-66577.59,-66333.64,42657
-93553.65,-103185.8,-40092.76,-123906.3,-39257.72,-49975.45,-66591.61,-66365.16,42661
-93530.77,-103120.8,-40029.72,-123921.8,-39151.15,-50000.72,-66547.98,-66351.62,42665
-93580.79,-103155.2,-40041.6,-123952.5,-39166.08,-50031,-66539.44,-66355.33,42669
-93603.1,-103223.1,-40104.35,-123935.6,-39256.77,-50010.12,-66554.8,-66360.39,42673
-93602.96,-103230,-40131.15,-123923.9,-39260.73,-49999.44,-66563.57,-66368.88,42677
-93588.46,-103188.8,-40090.33,-123955.7,-39164.64,-50038.68,-66532.72,-66367.26,42681
-93599.05,-103199.7,-40076.55,-123988,-39150.53,-50067.96,-66515.79,-66358.77,42685
-93629.71,-103262.4,-40134.39,-123977.9,-39234.17,-50055.23,-66530.81,-66358.77,42689
-93631.95,-103275.6,-40166.29,-123954.5,-39264.49,-50036.77,-66545.69,-66373.02,42693
-93626.08,-103235.6,-40133.67,-123983.1,-39179.57,-50075.59,-66526.57,-66383.47,42697
-93625.42,-103211.3,-40097.91,-124006.7,-39133.03,-50098.95,-66492.19,-66361.53,42701
-93652.6,-103262.2,-40146.31,-124000.3,-39199.12,-50086.94,-66487.85,-66347.42,42705
-93674.39,-103305.8,-40203.63,-123986.8,-39277.51,-50075.35,-66526.23,-66385.61,42709
-93661.85,-103269.9,-40181.12,-124002.6,-39200.79,-50100.57,-66527.47,-66390.95,42713
-93650.93,-103235.4,-40134.39,-124027.8,-39141.14,-50120.89,-66499.82,-66368.5,42717
-93672.43,-103278.7,-40168.24,-124024.7,-39202.65,-50110.59,-66505.87,-66370.35,42721
-93685.59,-103314.4,-40220.84,-123990.9,-39281.9,-50068.91,-66537.34,-66381.75,42725
-93671.05,-103279.4,-40207.01,-123994.3,-39220.91,-50078.59,-66532.24,-66386.57,42729
-93661.28,-103242.6,-40164.52,-124030.7,-39161.07,-50112.59,-66518.36,-66382.04,42733
-93678.35,-103275.8,-40184.41,-124034.5,-39209.23,-50108.92,-66530.81,-66383.42,42737
-93707.91,-103333.7,-40253.74,-124014,-39315.99,-50086.7,-66579.83,-66405.69,42741
-93700.47,-103313.7,-40253.98,-124011.5,-39298.87,-50094.47,-66598.9,-66420.99,42745
-93675.58,-103253.7,-40190.8,-124029.2,-39266.31,-50116.59,-66585.03,-66410.22,42749
-93690.12,-103279.2,-40203.15,-124050.1,-39415.56,-50131.95,-66614.16,-66416.7,42753
-93736.33,-103357.4,-40287.41,-124049.2,-39666.13,-50123.56,-66699.94,-66444.03,42757
-93749.4,-103367.4,-40317.88,-124056.2,-39837.32,-50129.99,-66750.25,-66470.87,42761
-93743.58,-103330.1,-40278.06,-124095.3,-39923.77,-50167.52,-66736.61,-66474.73,42765
-93763.41,-103346,-40272.67,-124122.1,-40076.12,-50189.79,-66741.29,-66474.93,42769
-93784.39,-103402.7,-40330.23,-124104.9,-40271.15,-50165.04,-66769.13,-66485.37,42773
-93785.87,-103407.9,-40354.35,-124091.2,-40347.58,-50150.59,-66799.89,-66508.49,42777
-93762.08,-103347.6,-40297.71,-124107.5,-40274.24,-50170.48,-66785.58,-66499.1,42781
-93747.49,-103315.3,-40248.88,-124110.7,-40229.76,-50167.62,-66759.79,-66480.65,42785
-93764.03,-103355.8,-40283.54,-124086.4,-40286.98,-50137.72,-66763.94,-66493.09,42789
-93759.74,-103366.7,-40308.2,-124053.3,-40290.93,-50101.91,-66772.81,-66497.34,42793
-93718.59,-103307.6,-40249.26,-124048.7,-40146.21,-50105.96,-66735.37,-66495.81,42797
-93692.51,-103266.4,-40188.41,-124053.9,-40041.45,-50112.92,-66689.41,-66474.16,42801
-93694.8,-103298.5,-40208.39,-124027.4,-40046.65,-50081.36,-66682.16,-66453.9,42805
-93670.72,-103295.7,-40224.51,-123964.9,-40046.27,-50014.36,-66675.1,-66446.98,42809
-93633.95,-103241.5,-40175.78,-123952.5,-39900.98,-50003.35,-66632.47,-66440.31,42813
-93601.19,-103189.8,-40102.39,-123960.7,-39770.56,-50003.63,-66582.55,-66413.99,42817
-93598.33,-103206,-40105.92,-123932.9,-39751.3,-49967.49,-66566.29,-66399.49,42821
-93602.72,-103226.5,-40144.59,-123886.5,-39770.42,-49914.46,-66585.79,-66404.07,42825
-93574.97,-103187.5,-40116.98,-123872.6,-39644.2,-49912.65,-66560.61,-66385.99,42829
-93539.21,-103124.6,-40039.02,-123877.6,-39480.26,-49920.71,-66503.49,-66333.16,42833
-93521.66,-103126.2,-40024.67,-123858.8,-39438.68,-49898.73,-66496.86,-66313.13,42837
-93522.28,-103149.6,-40064.06,-123817.6,-39456.8,-49857.72,-66526.57,-66326.87,42841
-93518.08,-103120.1,-40060.53,-123808.4,-39351.18,-49856.15,-66529.28,-66326.1,42845
-93483.56,-103051.6,-39986.43,-123817.7,-39163.4,-49866.02,-66474.78,-66284.86,42849
-93466.68,-103050,-39957.91,-123804.2,-39063.36,-49845.99,-66431.82,-66235.98,42853
-93475.88,-103099.9,-40005.31,-123773.3,-39050.82,-49805.12,-66456.04,-66231.21,42857
-93437.07,-103056.4,-39983.57,-123722.7,-38903.58,-49757.49,-66438.49,-66226.73,42861
-93393.91,-102976.5,-39912.28,-123722.8,-38652.52,-49767.22,-66383.75,-66201.79,42865
-93365.45,-102942.9,-39864.59,-123710,-38451.63,-49750.38,-66329.11,-66171.13,42869
-93352.38,-102957.3,-39884.67,-123656.1,-38270.1,-49693.78,-66308.46,-66129.74,42873
-93303.84,-102921.9,-39865.93,-123584.1,-37888.96,-49622.5,-66279.71,-66105.38,42877
-93255.01,-102846.9,-39796.69,-123575,-37656.07,-49619.54,-66212.43,-66076.1,42881
-93299.45,-102879.9,-39815.24,-123645.9,-38124.76,-49684.06,-66223.87,-66111.48,42885
-93347.71,-102967.2,-39894.63,-123670.3,-38488.97,-49697.22,-66267.36,-66149.44,42889
-93375.27,-103020.1,-39966.11,-123679.1,-38695.72,-49702.84,-66321.24,-66195.74,42893
-93387,-103003.9,-39965.73,-123723.8,-38726.29,-49752.53,-66321.43,-66225.35,42897
-93396.01,-102994.4,-39945.08,-123766.5,-38702.78,-49792.82,-66293.68,-66234.03,42901
-93418.23,-103039.3,-39985.76,-123763.7,-38794.57,-49784.14,-66304.84,-66220.63,42905
-93450.37,-103087.2,-40050.94,-123750.3,-38934.33,-49766.26,-66349.85,-66241.47,42909
-93445.03,-103055.8,-40038.16,-123767.7,-38902.48,-49796.78,-66350.61,-66253.39,42913
-93454.66,-103044,-40010.51,-123820.8,-38877.92,-49855.67,-66330.4,-66269.31,42917
-93486.9,-103106,-40051.99,-123837.8,-38956.89,-49869.4,-66332.06,-66282.24,42921
-93515.98,-103162.7,-40118.41,-123819,-39065.46,-49848.42,-66370.59,-66302.69,42925
-93519.56,-103152.7,-40126.57,-123836.1,-39038.76,-49870.98,-66373.07,-66320.86,42929
-93512.98,-103107.9,-40080.65,-123873.2,-38973.43,-49907.17,-66342.94,-66316.19,42933
-93532.34,-103130.1,-40092.33,-123888,-39020.45,-49916.7,-66342.46,-66315.85,42937
-93559.38,-103186.3,-40157.66,-123872.9,-39135.22,-49895.53,-66376.65,-66329.16,42941
-93545.64,-103168.6,-40160.09,-123858.4,-39117.58,-49886.14,-66378.7,-66338.12,42945
-93532.82,-103120.2,-40112.41,-123887.9,-39025.03,-49919.8,-66348.42,-66331.92,42949
-93544.12,-103127.3,-40102.68,-123898,-39034.56,-49929.91,-66337.31,-66328.58,42953
-93575.68,-103185.8,-40164.76,-123883.8,-39146.91,-49918.75,-66384.76,-66344.84,42957
-93579.26,-103191.9,-40193.9,-123874.7,-39163.45,-49918.28,-66411.36,-66365.11,42961
-93565.1,-103148.6,-40156.47,-123904,-39074.52,-49953.75,-66383.52,-66366.11,42965
-93573.87,-103152.4,-40146.69,-123932.6,-39071.8,-49978.22,-66368.07,-66358.29,42969
-93602.86,-103220.9,-40209.3,-123923,-39165.17,-49960.67,-66389,-66363.06,42973
-93609.87,-103239.6,-40249.88,-123904.2,-39203.51,-49940.59,-66408.45,-66374.31,42977
-93598.81,-103204.1,-40221.17,-123932,-39129.41,-49977.64,-66392.86,-66383.75,42981
-93611.54,-103204.5,-40202.86,-123976.5,-39109.19,-50016.89,-66378.46,-66368.21,42985
-93641.92,-103255.6,-40248.21,-123971.9,-39192.68,-50008.97,-66398.82,-66388,42989
-93646.97,-103283.8,-40287.31,-123946.2,-39251.29,-49982.03,-66436.06,-66413.84,42993
-93618.55,-103233.1,-40245.92,-123951.6,-39178.33,-49993.95,-66408.6,-66413.89,42997
-93607.44,-103202.7,-40204.44,-123977.2,-39133.13,-50019.94,-66369.73,-66387.04,43001
-93639.29,-103258.3,-40245.21,-123982.3,-39199.79,-50023.37,-66374.12,-66383.13,43005
-93652.98,-103293.4,-40299.33,-123956.9,-39287.29,-49998.34,-66394.39,-66385.8,43009
-93639.44,-103272.4,-40291.41,-123965.1,-39246.95,-50019.37,-66383.09,-66396.44,43013
-93629.61,-103229.8,-40244.68,-123995.8,-39197.55,-50047.5,-66354.52,-66390.52,43017
-93646.45,-103266.1,-40265.9,-124004.6,-39280.56,-50048.17,-66357.77,-66375.79,43021
-93670.81,-103321.4,-40327.84,-123993,-39428.67,-50031.77,-66389.43,-66396.77,43025
-93671.96,-103307.7,-40331.7,-124001.6,-39444.64,-50050.55,-66394.34,-66413.51,43029
-93662.47,-103265.8,-40282.26,-124031.5,-39415.27,-50080.45,-66360.48,-66394.29,43033
-93681.83,-103284.9,-40289.27,-124041.4,-39510.35,-50081.45,-66344.32,-66379.41,43037
-93703.24,-103338.9,-40346.2,-124017.1,-39655.31,-50050.6,-66362.77,-66382.37,43041
-93700.95,-103328.6,-40358.31,-124009.7,-39688.31,-50047.02,-66380.37,-66387.33,43045
-93678.82,-103282.4,-40311.82,-124039,-39619.88,-50080.07,-66356.53,-66386.66,43049
-93687.88,-103296.7,-40307.1,-124061.3,-39627.99,-50098.95,-66337.83,-66375.08,43053
-93708.77,-103346.3,-40359.5,-124038.3,-39697.03,-50070.2,-66349.14,-66364.82,43057
-93686.36,-103330.2,-40361.84,-124000.4,-39654.93,-50029.81,-66341.84,-66354.91,43061
-93648.07,-103260.5,-40302.19,-124007.6,-39494.71,-50037.82,-66285,-66327.96,43065
-93636.72,-103230.8,-40263.71,-124015.3,-39411.84,-50043.97,-66255.63,-66302.36,43069
-93663.76,-103279.4,-40310.53,-124001.1,-39443.5,-50027.52,-66285.43,-66314.56,43073
-93668.28,-103292.5,-40346.49,-123976.3,-39425.9,-50004.78,-66303.98,-66322.62,43077
-93634.43,-103233.9,-40299.99,-123981.8,-39275.99,-50013.6,-66274.32,-66310.08,43081
-93615.74,-103193.4,-40246.64,-123993.5,-39173.28,-50020.56,-66244.18,-66279.95,43085
-93625.61,-103225.8,-40275.44,-123972.3,-39200.84,-49992.66,-66251.24,-66269.5,43089
